county,lat,lng
East Carroll,32.7325,-91.235
Kingman,37.5589,-98.1363
Pepin,44.5829,-92.0015
Lexington,37.7825,-79.444
Lee,37.5948,-83.7162
Grant,37.5623,-101.308
Grand Isle,44.7981,-73.2948
Pierce,42.2644,-97.6013
Ferry,48.4703,-118.5166
Crook,44.5885,-104.5699
Newton,35.92,-93.2179
Grant,44.4915,-119.0073
Van Buren,40.7532,-91.95
Jefferson,31.7342,-91.0373
Jefferson,40.1757,-97.1427
Dallam,36.2779,-102.6022
Shannon,37.1574,-91.4005
Beaver,38.3569,-113.2355
Goliad,28.6571,-97.4264
Fall River,43.2394,-103.5275
Pocahontas,42.7342,-94.6787
Brooks,27.0316,-98.2187
Caribou,42.7705,-111.5623
Union,39.6256,-84.9251
Kit Carson,39.3055,-102.603
Blaine,48.4327,-108.9586
Nemaha,40.3877,-95.8498
Bon Homme,42.9885,-97.8846
Tillman,34.3728,-98.9242
Chugach,60.7234,-145.7714
Powell,46.8564,-112.9361
Swisher,34.5304,-101.735
Broadwater,46.3324,-111.4955
Ida,42.3869,-95.5135
La Salle,28.3452,-99.0996
Forest,41.513,-79.236
Wabaunsee,38.9533,-96.205
Bailey,34.0686,-102.8299
Lake,36.3352,-89.4935
Huerfano,37.6847,-104.9606
Southeast Fairbanks,63.8762,-143.213
Schuyler,40.158,-90.6151
Weston,43.8404,-104.5676
Pembina,48.7675,-97.5518
Monroe,34.6778,-91.2039
Childress,34.5291,-100.2076
Charles City,37.3567,-77.0622
Tucker,39.1136,-79.565
Lac qui Parle,44.9955,-96.1735
Hancock,36.5236,-83.2219
Refugio,28.3253,-97.1656
Burt,41.8515,-96.3286
Thurston,42.1582,-96.544
Clinch,30.915,-82.7063
Russell,38.9148,-98.7624
Clark,40.4103,-91.7384
Galax,36.666,-80.9176
King and Queen,37.7186,-76.8953
Kearney,40.5067,-98.948
Fremont,40.7456,-95.6047
Buena Vista,37.7319,-79.3569
Pershing,40.4404,-118.4044
Wolfe,37.7393,-83.4932
Moore,35.2846,-86.3587
Surry,37.1098,-76.9002
Rio Blanco,39.9798,-108.217
Wayne,40.7395,-93.3274
Fulton,36.554,-89.1873
Howard,41.2201,-98.5171
Dallas,33.9699,-92.6544
Norman,47.3265,-96.4553
Wilkin,46.357,-96.4683
Saguache,38.0805,-106.2815
Bear Lake,42.2848,-111.3297
Treutlen,32.4039,-82.5673
Bottineau,48.7922,-100.8333
Ellsworth,38.6966,-98.2048
Henderson,40.8181,-90.9251
Randolph,31.7627,-84.7542
Spink,44.938,-98.3462
Moody,44.022,-96.6709
Brown,39.9618,-90.7504
Antelope,42.1769,-98.0667
Pawnee,38.1813,-99.2367
Calhoun,38.8445,-81.1176
Lafayette,33.2416,-93.607
Woodruff,35.1863,-91.2431
Bland,37.134,-81.1302
Teton,47.8371,-112.2408
Gentry,40.2121,-94.4099
Hamlin,44.6738,-97.1883
Edwards,38.4165,-88.0533
Van Buren,35.696,-85.4526
Menifee,37.9414,-83.5989
Presidio,29.9998,-104.2405
Pendleton,38.6807,-79.3509
Osceola,43.3786,-95.6237
Iron,46.2623,-90.242
Quitman,34.2514,-90.2891
Reynolds,37.3623,-90.9691
Grant,45.9341,-96.0122
Clay,40.5244,-98.0513
Shelby,39.7978,-92.0766
Greenwood,37.8778,-96.2326
Pondera,48.2278,-112.2263
Sullivan,40.2106,-93.1115
Essex,44.7275,-71.7359
Ohio,38.9501,-84.9652
Cumberland,36.7866,-85.3885
Benson,48.0694,-99.366
Sherman,39.3514,-101.72
Miller,31.164,-84.7308
Taylor,40.7374,-94.6964
Chouteau,47.8806,-110.4353
Sullivan,41.4462,-76.5122
Ontonagon,46.6644,-89.3148
Gilpin,39.8575,-105.5226
Mitchell,39.3933,-98.2094
Stanton,41.9169,-97.1939
Carson,35.4035,-101.3542
Prince of Wales-Hyder,55.8011,-133.0167
Talbot,32.6995,-84.533
Crowley,38.3266,-103.7845
San Saba,31.1552,-98.8176
Ottawa,39.1325,-97.6502
Garza,33.1799,-101.2984
Lander,39.9337,-117.038
Covington,37.7785,-79.9868
Gray,37.7382,-100.4379
McCook,43.6743,-97.3684
Alfalfa,36.731,-98.324
Emporia,36.6953,-77.5356
Ransom,46.4562,-97.6574
Audubon,41.6846,-94.9058
Lincoln,44.4126,-96.2671
Putnam,41.2045,-89.2858
Lynn,33.1768,-101.8161
Cook,47.9026,-90.5354
Tripp,43.3459,-99.8839
Calhoun,31.5292,-84.6245
Lincoln,38.9881,-103.514
Dixon,42.4931,-96.8677
Bent,37.9551,-103.0717
Fillmore,40.5247,-97.5965
Cotton,34.2902,-98.3722
Greer,34.9357,-99.5608
Washington,39.7842,-97.0875
Day,45.3671,-97.6074
Cherry,42.545,-101.1186
Harper,37.1916,-98.0755
Cameron,29.8754,-93.1937
Luce,46.4706,-85.5444
Norton,39.7844,-99.9035
Jefferson,34.111,-97.8358
Haskell,33.1782,-99.7303
Boone,41.7068,-98.0672
Stark,41.0934,-89.7975
Mahnomen,47.3253,-95.8091
Floyd,34.0724,-101.3032
Morris,38.6874,-96.6499
Hartley,35.84,-102.6029
Yukon-Koyukuk,65.5087,-151.3896
McHenry,48.2346,-100.6363
Walworth,45.4299,-100.0315
Carter,36.9412,-90.9623
Johnson,40.3926,-96.2651
Coal,34.5882,-96.2978
Delta,33.3863,-95.6723
Dewey,45.1566,-100.8718
Stevens,37.1923,-101.3121
Hansford,36.2774,-101.3546
Atchison,40.4308,-95.4281
Alexander,37.1915,-89.3375
Brule,43.7181,-99.0809
Martin,32.306,-101.9513
Aleutians West,52.7985,-106.5633
Lincoln,43.0024,-114.1383
Wirt,39.0225,-81.3787
Warren,33.4089,-82.6768
Polk,41.1869,-97.5684
Pulaski,37.2232,-89.1266
Kingsbury,44.3696,-97.4915
Big Stone,45.4261,-96.411
Crosby,33.6147,-101.3
Scott,38.4822,-100.9069
Garfield,37.8549,-111.4432
Stewart,32.0785,-84.8352
Sheridan,42.5047,-102.4089
Hamilton,43.6611,-74.4974
Beaver,36.7497,-100.4768
Pickett,36.5584,-85.0749
Toole,48.6554,-111.6956
Thayer,40.1762,-97.5949
Dickey,46.1102,-98.5047
Wheeler,35.4012,-100.2698
Gallatin,37.7628,-88.2305
Phillips,39.7846,-99.347
Ouray,38.1555,-107.7693
Rooks,39.3502,-99.325
Musselshell,46.4966,-108.3981
Scott,39.6441,-90.4747
Craig,37.4817,-80.2115
Custer,38.1087,-105.3675
Dillingham,59.8003,-158.2346
Jim Hogg,27.0434,-98.6973
Washington,39.971,-103.2012
Carlisle,36.8532,-88.971
Calhoun,33.5581,-92.503
Scotland,40.4526,-92.1471
Putnam,40.4789,-93.0162
Ringgold,40.7352,-94.244
Republic,39.8278,-97.6506
Mineral,47.1472,-114.9983
Hyde,35.5306,-76.2517
Crane,31.4286,-102.5156
Furnas,40.1764,-99.9123
Hot Springs,43.7189,-108.4422
Florence,45.8485,-88.3981
Oneida,42.195,-112.5394
Mineral,38.5386,-118.4349
Schley,32.2616,-84.3147
Morrill,41.716,-103.0105
Cameron,41.4367,-78.204
Lincoln,37.6433,-114.8775
Dewey,35.9876,-99.0079
Mills,31.4952,-98.5954
Phillips,40.594,-102.3576
Hickman,36.6781,-88.9762
Wahkiakum,46.2918,-123.4244
Calhoun,39.1693,-90.6676
Adams,44.8896,-116.4538
Guadalupe,34.8633,-104.7906
Marshall,45.7586,-97.5986
Custer,44.2411,-114.2817
Kimble,30.4868,-99.7487
Deuel,44.76,-96.668
Menominee,45.0044,-88.71
Holt,40.0944,-95.2155
Phillips,48.2592,-107.9133
Mora,36.0105,-104.945
Kittson,48.7766,-96.7829
Bath,38.0587,-79.7411
Hidalgo,31.914,-108.7148
Grant,36.7961,-97.7861
LaMoure,46.4569,-98.5355
Tensas,32.0018,-91.3401
Storey,39.447,-119.5293
Nuckolls,40.1764,-98.0472
Barber,37.2289,-98.6848
Union,36.4816,-103.471
Schuyler,40.4703,-92.521
Owsley,37.4192,-83.6831
Stafford,38.031,-98.7174
Valley,41.5673,-98.9819
Dunn,47.3568,-102.6182
Meade,37.2382,-100.3662
Edmunds,45.4188,-99.2153
Pierce,48.2496,-99.9718
Wells,47.5875,-99.6609
Gregory,43.1924,-99.1856
Columbia,46.2975,-117.9078
Kearny,38.0003,-101.3199
Mason,30.7177,-99.2261
Red Lake,47.8717,-96.0953
Sharkey,32.8798,-90.8132
Corson,45.7086,-101.1969
Sioux,46.1127,-101.0404
Clark,44.8582,-97.7295
Sargent,46.1078,-97.6306
Pope,37.4127,-88.5615
Lake of the Woods,48.7712,-94.9046
Knox,40.1283,-92.1481
Ellis,36.2184,-99.7546
Haskell,37.5622,-100.8712
Lyman,43.8958,-99.8474
Echols,30.7101,-82.894
Chase,40.5242,-101.698
Sheridan,48.7212,-104.5047
Sweet Grass,45.8138,-109.941
Cavalier,48.7723,-98.4648
Adams,41.029,-94.6992
Fisher,32.7428,-100.4022
Norton,36.9315,-82.6262
Hardin,37.5182,-88.2668
Catron,33.9153,-108.4046
Lewis,46.237,-116.4263
Smith,39.7852,-98.7855
Hardeman,34.2902,-99.7457
Costilla,37.2781,-105.4282
Mercer,40.4223,-93.5685
Baca,37.3192,-102.5604
Osborne,39.3503,-98.7679
Baylor,33.6165,-99.2135
Hanson,43.6748,-97.7873
Roger Mills,35.6883,-99.6958
Webster,40.1764,-98.5
Aleutians East,55.3671,-161.9803
Kimball,41.1978,-103.7149
Bennett,43.195,-101.664
Tyrrell,35.8172,-76.209
Chautauqua,37.15,-96.2454
Foster,47.4571,-98.883
Petersburg,57.1204,-132.934
Hemphill,35.8376,-100.2706
Granite,46.4045,-113.4404
Nance,41.3973,-97.9922
Sutton,30.4984,-100.5382
Traverse,45.7722,-96.4716
Knox,33.6061,-99.7414
Hudspeth,31.4562,-105.3865
Reagan,31.3661,-101.5231
Coke,31.8886,-100.53
Donley,34.9654,-100.814
Emmons,46.2851,-100.2387
Upton,31.3688,-102.0432
Harper,36.7888,-99.6673
Concho,31.3266,-99.864
Kinney,29.3502,-100.418
Woodson,37.8867,-95.7401
Shackelford,32.7359,-99.354
Harlan,40.1765,-99.4046
Hand,44.5478,-99.0049
Lipscomb,36.2776,-100.2731
Nelson,47.9217,-98.192
Stanley,44.4123,-100.7359
Bowman,46.1126,-103.5206
Sherman,41.2206,-98.9762
Perkins,45.4905,-102.4757
Crockett,30.7231,-101.412
Fallon,46.334,-104.4174
Rush,38.5231,-99.3092
Lincoln,39.0453,-98.2077
Jewell,39.7847,-98.2183
Sierra,39.5803,-120.5161
Glascock,33.2293,-82.6107
Franklin,40.1763,-98.9528
Baker,31.3261,-84.4447
Collingsworth,34.9648,-100.27
Perkins,40.851,-101.6497
Clay,31.6262,-84.9801
Edwards,37.8876,-99.3122
Hall,34.5308,-100.6811
Jackson,43.6943,-101.6281
Real,29.8318,-99.8222
Douglas,43.3869,-98.3661
Trego,38.9143,-99.8728
Decatur,39.7847,-100.4599
Gove,38.9161,-100.483
Logan,38.9173,-101.1484
Brown,42.43,-99.9295
Morton,37.1914,-101.7992
Ness,38.4794,-99.9162
Hitchcock,40.1763,-101.0423
Cheyenne,39.7859,-101.7319
Copper River,61.8834,-143.9681
Butte,43.7229,-113.1721
Aurora,43.718,-98.5615
Potter,45.0645,-99.9572
Chase,38.302,-96.594
Pawnee,40.1315,-96.2371
Rawlins,39.7852,-101.0765
Rich,41.6323,-111.2445
Wayne,38.3244,-110.9038
McIntosh,46.1118,-99.4412
Cochran,33.6042,-102.8285
Hamilton,37.9991,-101.7912
Harmon,34.7441,-99.8462
Frontier,40.5301,-100.3942
Hettinger,46.4325,-102.4603
Schleicher,30.8974,-100.5383
Niobrara,43.0564,-104.4754
Ziebach,44.9804,-101.6658
Elk,37.4537,-96.2441
Sheridan,39.3504,-100.4418
Kiowa,37.5582,-99.2861
Graham,39.3497,-99.8832
Sherman,36.2777,-101.8934
Sedgwick,40.8759,-102.3518
Kidder,46.9801,-99.7801
Sanborn,44.0234,-98.0913
Webster,32.0468,-84.5511
Eddy,47.7176,-98.9016
Dolores,37.7517,-108.5174
Hoonah-Angoon,58.2873,-135.6402
Grant,46.3583,-101.6397
Miner,44.0219,-97.6102
Garfield,46.4316,-117.5452
Griggs,47.4573,-98.237
Renville,48.719,-101.6578
Cimarron,36.7483,-102.5178
McPherson,45.7664,-99.2214
Highland,38.3623,-79.5686
Greeley,41.5674,-98.5212
Robertson,38.5188,-84.052
Divide,48.8149,-103.4872
Adams,46.0968,-102.5284
Burke,48.791,-102.5182
Culberson,31.447,-104.5173
Quitman,31.8673,-85.0188
Oldham,35.405,-102.6028
Towner,48.6855,-99.2457
Faulk,45.071,-99.1453
Wrangell,56.3323,-132.0221
Wichita,38.4821,-101.3474
Denali,63.6714,-150.0118
Keweenaw,47.6279,-88.4346
Haines,59.1198,-135.5001
Stanton,37.563,-101.7842
Wheatland,46.4663,-109.8446
Judith Basin,47.0454,-110.266
Liberty,48.5617,-111.0246
Jeff Davis,30.7154,-104.14
Mellette,43.5813,-100.76
Gilliam,45.3783,-120.2108
Worth,40.4791,-94.4221
Clark,37.2355,-99.8203
Menard,30.8898,-99.8206
Meagher,46.5982,-110.8857
Armstrong,34.9649,-101.3574
Sherman,45.4052,-120.6894
Gosper,40.5148,-99.8307
Buffalo,44.0763,-99.2048
Deuel,41.1116,-102.3339
Logan,46.4573,-99.4774
Jerauld,44.0663,-98.6297
Garfield,41.9144,-98.9914
Oliver,47.1153,-101.3403
Comanche,37.1913,-99.2719
Dundy,40.1762,-101.6879
Garden,41.6194,-102.3354
Steele,47.4562,-97.7246
Powder River,45.395,-105.6302
Hodgeman,38.0875,-99.8979
Boyd,42.8997,-98.7665
Piute,38.3366,-112.1273
Haakon,44.2945,-101.5399
McCone,47.6452,-105.7954
Golden Valley,46.9402,-103.8466
Cheyenne,38.8279,-102.6036
De Baca,34.3425,-104.412
Cottle,34.0776,-100.2788
Taliaferro,33.5661,-82.8788
Eureka,39.9839,-116.2686
Dickens,33.6165,-100.7789
Irion,31.3039,-100.9824
Daniels,48.7838,-105.5485
Campbell,45.7712,-100.0516
Lane,38.4813,-100.4664
Alpine,38.5972,-119.8207
Wallace,38.9167,-101.7636
Jackson,40.6664,-106.3428
Throckmorton,33.1775,-99.2123
Wheeler,44.726,-120.0275
Sterling,31.8278,-101.0501
Edwards,29.9827,-100.3048
Kiowa,38.4326,-102.7402
Sheridan,47.5755,-100.3456
Carter,45.5168,-104.5362
Stonewall,33.1792,-100.2534
Hyde,44.5473,-99.4871
Sully,44.7156,-100.1322
Rock,42.4213,-99.4499
Skagway,59.563,-135.3363
Briscoe,34.5303,-101.2086
Prairie,46.8605,-105.378
Greeley,38.4806,-101.806
Motley,34.0741,-100.7798
Issaquena,32.7414,-90.9892
Harding,45.5803,-103.4958
Sioux,42.4877,-103.7589
Camas,43.4633,-114.8058
Wibaux,46.9653,-104.249
Foard,33.9746,-99.778
Glasscock,31.8694,-101.5208
Jones,43.9606,-100.6897
Lake and Peninsula,58.6548,-156.1891
Keya Paha,42.8789,-99.7124
Esmeralda,37.7846,-117.6323
Garfield,47.2776,-106.9929
Hayes,40.5248,-101.0619
Hinsdale,37.8213,-107.3003
Terrell,30.225,-102.0765
Bristol Bay,58.7439,-156.7
Golden Valley,46.3812,-109.1752
Billings,47.0236,-103.3763
Logan,41.5666,-100.4827
Slope,46.4472,-103.4599
Mineral,37.6689,-106.9241
Wheeler,41.9148,-98.5282
Roberts,35.8384,-100.8136
Clark,44.2839,-112.3512
San Juan,37.764,-107.6762
Borden,32.7436,-101.4317
Treasure,46.2115,-107.2716
Harding,35.8579,-103.8203
McMullen,28.3526,-98.5679
Banner,41.546,-103.7106
Hooker,41.9161,-101.1353
Grant,41.915,-101.7406
Daggett,40.8873,-109.5077
Kent,33.1813,-100.7776
Loup,41.9138,-99.4544
Thomas,41.9136,-100.5558
Yakutat,59.8889,-140.3576
Arthur,41.569,-101.6958
McPherson,41.5682,-101.0604
Petroleum,47.1176,-108.2502
Blaine,41.9128,-99.9768
King,33.6165,-100.2558
Kenedy,26.9285,-97.7017
Loving,31.8493,-103.58
Kalawao,21.1709,-156.9475
